"Площадь, м^2",Этаж квартиры,Кол-во этажей в доме,"Расстояние до центра, км",Чистовая отделка,Проверено в Росреестре,От зайстройщика,Есть Балкон,Есть Лоджия,Metro_Аметьево,Metro_Горки,Metro_Дубравная,Metro_Козья слобода,Metro_Кремлёвская,Metro_Площадь Тукая,Metro_Проспект Победы,Metro_Северный вокзал,Metro_Суконная слобода,Metro_Яшьлек,Цена_log
36.4,7,19,14.046392694323757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.904902554259646
83.0,14,19,4.029320529925434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.58182973008354
73.8,5,23,6.500372955650297,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.72786127692704
68.9,26,26,5.492897701754755,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.231424425551033
31.1,1,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.031938563504905
28.4,1,19,6.34902752473352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.816855549061078
112.0,9,10,3.760945696385314,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.90609840800616
55.6,1,3,20.844276707151025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.86963441986494
36.9,5,9,6.384503733845037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.183090099395244
58.0,2,5,7.398353918429243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.990262279448435
31.0,10,10,8.64829527827607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0116235176825
75.6,4,9,14.738298160449242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.195427086452952
75.9,6,9,19.87947559251168,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,16.333207111220425
31.9,2,5,7.314847066041332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.732433317205148
45.3,5,5,10.44588686843522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.687312888712007
35.9,7,26,7.935008010431098,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.913405901016793
33.7,14,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.11222857326871
49.0,7,23,5.405609407263594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.08660508706612
44.5,15,20,8.054072390839538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.029264546541317
42.4,9,17,6.873289251665411,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.21249641737161
45.0,9,23,5.703243074858312,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16.250712300332776
33.6,6,10,8.236666990215735,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.882373444019521
85.3,2,9,6.381941106314006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.948828538043813
34.7,4,9,20.013182377666222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.983420862048188
44.0,7,9,4.838383776349768,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.082468576942105
47.8,4,16,7.101628665039468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.955576839107596
66.9,9,17,3.965454353217293,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.446679786724765
54.6,5,5,13.06293216432279,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.93777221658751
63.8,3,10,3.7792666745620265,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16.257857680289998
48.0,13,19,4.834570225782056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.387359214280274
36.8,17,24,2.608824087631468,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.56214030517764
47.7,1,20,6.222253603675545,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,16.21431459952538
58.8,1,4,15.63998635804528,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16.07000364801761
50.7,1,9,8.907713578282749,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.066802461833923
70.3,2,5,9.733172177905455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.40327466837995
80.7,7,9,6.848972600338623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.184819376546592
23.0,3,5,7.979195988435036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.308414878861498
47.0,2,16,8.504787621127331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.876024217147117
39.0,3,10,8.982512308615284,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.044449218432643
59.1,9,26,5.027070565388673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.588099342704055
81.4,13,26,6.341970225569868,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.77975221602648
42.1,2,3,20.69947200034575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.76127798254922
39.0,3,10,8.982512308615284,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.044449218432643
34.5,8,9,3.44246315759204,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16.012735246411598
68.0,2,8,5.436495040192294,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16.45467795295069
45.1,1,5,5.63173556500756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.789591583986283
59.2,18,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.572510973919186
50.1,3,9,4.683551669945715,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.21249641737161
39.7,12,19,4.709331641908926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.158277536652626
63.6,3,19,5.011368302744321,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.08763654656639
59.7,4,10,5.815806656039974,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.27008694384402
58.4,5,8,4.444476412478983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.55462981189105
50.6,9,10,8.42659053747315,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.29958361040653
64.3,14,25,3.885114415829032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.560481714418206
34.7,7,11,4.209630806016921,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.034714150714915
89.3,5,10,6.061086795784443,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.89737286607306
76.2,1,14,4.29909918064586,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.341239282272525
83.5,8,8,2.996661116964259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.204273438942487
46.1,1,10,6.485577759201631,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.816990693309524
58.6,3,3,20.58429976453216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.961441957872001
67.0,7,9,2.584221882738717,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.67312958679391
40.8,11,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.374603647065463
42.0,10,18,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.15131289855136
35.1,3,25,3.885114415829032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.13017875533722
50.0,4,19,6.868636990323366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.066802461833923
75.0,2,10,5.857977888215888,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.475770165160203
38.4,9,17,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.134947949920708
89.3,3,9,3.744340744731804,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.440179222591198
87.3,4,10,3.5547988780868227,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.489659276356317
76.8,9,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.829457630254165
175.8,4,8,3.067720519702951,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,18.173111153576404
68.4,7,22,12.732487211189705,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,16.25590098477058
78.0,3,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.77060837149565
42.0,11,22,5.10251868886728,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.13789837629371
82.2,6,20,6.222253603675545,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,16.53219015185839
32.7,6,9,5.209601053481329,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.86963441986494
99.5,4,4,15.099912533218196,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16.619900772046908
46.0,6,9,4.90032832737262,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.856731016694035
63.7,6,11,5.487914924651776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.341239282272525
19.0,3,5,3.323427536264124,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.454507466814658
57.6,3,9,4.463644551965074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.438002943326477
65.6,9,9,8.77817973811422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.955576839107596
82.0,1,9,4.9307743029587465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.52289393678992
119.5,4,9,2.246995008931259,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17.50439003707821
43.7,3,4,8.608905468523668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.76142084987672
50.7,2,25,3.885114415829032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.361588817198598
76.0,8,10,6.348495833158853,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.642824239064897
13.2,3,5,2.4284633056442253,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.009433329466965
73.1,4,25,5.133146199464544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.684380635991555
90.8,5,19,7.561892311508741,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.928581368399705
20.0,7,9,5.13675849223249,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.123843647884687
58.0,3,10,7.914460678267375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.14765455028724
19.0,5,5,4.983816192778577,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.173919972664004
47.0,7,9,13.455319783660272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.816990693309524
97.0,3,4,15.093370439074985,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16.59445410794615
37.0,4,5,6.330679658095624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.671652442396002
36.2,8,9,4.735753474580692,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.788201868779279
61.2,6,18,16.64333179702786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.894952224644102
43.3,7,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.19650684381969
26.6,2,8,2.7453072856584133,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.205311432056007
73.5,16,19,8.027981211531756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.48273883399067
74.3,7,7,19.87947559251168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.36729681453414
107.0,1,14,2.095389881559508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.90650760120066
60.1,7,9,7.497982514381213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.528216636959677
45.1,4,5,9.65967175116822,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.789452824359612
70.0,5,10,12.86033109261013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.360257286601225
58.3,4,11,7.761243514016058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37742655019101
33.6,6,10,8.236666990215735,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.882373444019521
25.8,16,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.0498169172714
31.4,16,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.041538636192545
75.5,6,9,20.013182377666222,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,16.37583392431678
28.2,1,3,20.71731797112608,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.444751293772967
39.0,16,20,3.732491671359808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.349207451286784
140.1,7,7,1.3301897454809115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.759949589762293
67.6,5,9,4.001890749546281,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.205862708803036
74.3,7,8,19.87947559251168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.401769777313763
42.2,13,23,6.220011736722559,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.275512476833068
12.6,6,9,1.0435234052239923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.163583966004193
35.7,2,3,20.12958795152075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.53827733427679
15.8,6,9,10.587872643369252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.845130332288226
32.9,3,5,1.20466546278287,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.82534680128504
59.0,5,25,5.975895980960924,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.53943417383957
51.5,4,5,5.952007779630011,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.754252361425857
72.8,5,17,13.125020045464847,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16.473997966496587
68.8,5,9,8.20061433498976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02378508137718
56.6,6,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.360571209040316
52.9,6,10,9.101605984531112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.24031337217814
50.3,7,9,4.628185748765538,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.04552506565036
67.5,2,4,15.099912533218196,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16.225828440547954
43.2,4,5,11.387430856468557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.671652442396002
55.9,6,15,6.293107568942538,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.285472844954505
41.8,5,5,5.558940926092056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.685773242763466
107.9,10,10,5.728084009052259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.558091066367247
45.4,2,3,17.465685837689993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.916224357288707
33.1,8,10,3.8865285127977223,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.830413711839864
137.0,2,8,3.067720519702951,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,17.981621954013114
17.0,1,5,3.1357701262044437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.160983184980543
42.3,4,20,3.0649876972782804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.300417291085605
49.7,7,9,5.515198948840923,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.19967573011664
116.9,5,10,5.957155492665508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.193640247803618
22.0,1,9,3.4386917831587285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.253685778321676
70.2,3,19,14.046392694323757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.48551276068103
37.0,4,5,6.330679658095624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.671652442396002
65.0,4,24,3.0135539205524164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.356469910987094
20.4,9,10,1.654924264753938,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.501909696719672
43.2,4,4,15.63998635804528,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15.977826294870594
105.6,2,8,3.9187150983231582,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16.951004817371683
17.0,7,9,7.173487234727367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.11023799953124
57.0,5,7,7.015638960263904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.185754392890075
22.1,4,13,7.867883218889441,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15.72287587968973
69.2,8,10,2.490040331033104,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.94664751219259
92.6,2,20,6.222253603675545,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,16.60421872358455
55.9,4,9,6.348495833158853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.526223942975328
58.3,12,17,5.918939312890704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.450455227890618
51.5,14,19,5.76282198162372,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.166885910365842
61.9,3,4,15.399213490147805,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16.259022219241203
30.1,2,10,6.487594630876493,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.118095750958314
39.5,13,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.38314868206627
48.0,1,5,5.698983283006046,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.973069994514992
78.4,4,17,12.766143852908227,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,16.380361525970343
41.9,2,2,3.172173234688316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.656060350091908
19.0,3,5,3.323427536264124,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.454507466814658
83.5,12,18,4.794220254394709,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,17.03917493937319
55.6,3,9,6.235228438758947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.389443594911313
22.1,7,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.943742382861155
74.1,2,10,8.832853229002227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.496532155171714
35.5,5,5,8.100056405049218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.274125813221904
53.1,3,22,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.369058317378276
30.7,1,2,4.559961421890466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.608935472900727
19.5,3,5,6.022975893053392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.317363482435562
43.1,4,4,15.093370439074985,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16.1006240068088
79.9,6,14,5.6429341301360205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.679994601920853
49.8,11,19,12.86033109261013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.067854539674038
41.4,12,19,4.709331641908926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.15731646026544
58.3,13,17,5.918939312890704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.462927916382924
36.3,23,23,4.494222491351828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.04552506565036
20.0,1,9,5.079935828614964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.214227685996272
129.0,2,5,1.6258693011584366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.460960480260535
62.4,9,10,7.608049574994752,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.166885910365842
38.9,10,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.36784226196688
28.1,2,6,21.737622654095706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.423538476824469
30.2,5,5,5.254102494338913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.607103513329665
70.2,23,26,6.341970225569868,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.589972586968766
49.0,1,3,9.546743004035386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.747032114495013
20.5,1,9,6.0124473644006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.35237799261728
20.2,1,9,9.062324353073215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.274125813221904
86.8,3,4,0.957707354032556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.18277193908153
70.2,2,19,14.046392694323757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.476469221413833
33.5,3,10,5.732655436353717,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.007164201982874
59.5,9,9,14.757246284002548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.066802461833923
60.0,10,18,4.794220254394709,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,16.65283315335293
74.0,9,21,3.0516663116278826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.58182973008354
100.0,10,10,5.663285154432267,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.29958361040653
33.7,3,10,7.497982514381213,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.092777945538128
77.3,8,23,6.220011736722559,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.79632465683756
66.6,3,9,4.338506993418694,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.16211263206887
63.0,4,18,16.809120452801828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.803385043104912
76.7,7,7,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.050166459922526
43.8,4,4,15.256848078655702,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15.918497835310294
17.1,4,9,7.201058946511503,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.150511887854474
33.7,3,10,7.497982514381213,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.092777945538128
55.1,4,5,13.033058089841902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.164979332277014
116.9,10,10,5.957155492665508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.193640247803618
90.3,3,9,4.001890749546281,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.448763685757278
38.6,4,4,15.093370439074985,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16.125528062035134
31.7,4,5,4.473777827008706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.671808704579888
59.8,3,3,14.929909603241844,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.717618233614914
75.4,1,10,7.271500832000407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.195056784687036
28.9,11,23,2.7659915767751158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.13380668379242
48.6,1,2,25.443319999106475,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.226497775576945
68.0,8,9,8.77817973811422,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.176364653421913
27.3,3,9,4.967333871995046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.685773242763466
60.8,9,9,6.21278542411722,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.29958361040653
130.8,2,4,0.960780627952855,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17.829268532692574
58.8,1,4,15.63998635804528,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16.07000364801761
80.0,3,12,6.074393013485858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.547277350787965
81.6,3,6,2.1859761884937536,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.785925074816024
55.0,3,5,13.033058089841902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.14765455028724
43.3,8,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.247600033551205
50.1,8,9,8.373204594903896,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.946120504983348
34.4,2,9,5.887185913437432,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.716871686472597
82.3,1,10,8.320240938546684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.475770165160203
38.3,11,23,2.2162301214597946,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.228921295556688
130.0,4,19,8.203958039599781,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17.399029524198163
61.4,5,9,7.498483318077922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.708744936870666
51.0,1,10,5.352305020486976,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.21794107642577
48.8,2,19,14.292141067646844,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.931766193248746
53.0,5,19,8.365759561650679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.166885910365842
77.4,21,25,6.093762621804344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.73162050630497
48.3,2,14,1.844536666151037,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.439851517607305
35.1,2,25,3.894231369372236,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.12746234618281
47.0,5,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.242879545536162
12.9,3,5,7.991609796287393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77102238760702
91.1,4,14,14.42773432940933,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,16.506143352867415
73.3,10,10,5.868524130012259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.394969600508507
78.3,1,15,6.275698505265608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.444517623876102
38.0,10,11,5.868233024532135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.077273760604726
82.3,9,18,15.17468681253552,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.23587877550359
32.1,3,5,2.8378602367437225,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.581952390148196
20.3,1,9,9.094202840608297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.319588176962746
67.7,2,8,6.222253603675545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.02378508137718
81.0,2,4,0.5234111099280373,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.186248766505983
91.5,10,11,8.999832966448793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.50675370854671
62.0,3,18,16.64333179702786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.86963441986494
28.4,8,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.047673293957907
75.7,6,7,14.783048173894638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.257857680289998
36.0,2,9,7.293993633108436,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.830413711839864
86.3,4,5,13.192765728957218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.806230339945976
33.4,9,9,4.665983685606653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.78262305453032
32.0,1,5,5.76626778632067,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.250595321348806
36.5,2,7,21.774241819578823,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.784924320347477
26.9,6,19,3.685840683252179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.085985700303194
46.2,2,10,5.882406149796398,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.097893045681612
42.8,5,5,5.731653286155307,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.64006001130563
